id_viaje,id_camion,latitud,longitud,velocidad_kmh,aceleracion_ms2,giros_bruscos,hora_dia,tipo_real
V04708,128,-2.20785,-79.366296,73.08,0.395,0,12.82,normal
V04709,110,-2.926784,-78.639249,36.01,0.819,2,22.76,normal
V04710,106,-2.174574,-79.301511,96.55,0.213,0,12.1,normal
V04711,128,-2.211965,-79.266907,89.15,0.455,0,13.55,normal
V04712,127,-2.552663,-78.84661,53.45,1.021,0,10.95,normal
V04713,102,-2.569588,-78.833717,47.2,0.863,0,6.34,normal
V04714,125,-2.898968,-78.609871,28.14,,1,17.56,normal
V04715,106,-2.194806,-79.304236,87.09,0.635,0,16.72,normal
V04716,109,-2.216794,-79.279748,85.67,0.432,0,18.01,normal
V04717,104,-2.197499,-79.282327,77.95,0.408,0,16.83,normal
V04718,122,-2.542512,-78.852269,47.06,0.596,1,6.49,normal
V04719,118,-2.541442,-78.817161,48.1,1.158,1,4.82,normal
V04720,122,-2.202898,-79.315225,96.84,0.637,0,12.66,normal
V04721,128,-2.587048,-78.839932,53.57,0.231,1,9.68,normal
V04722,125,-2.87026,-78.629208,26.67,1.237,3,21.6,normal
V04723,108,-2.209729,-79.278826,102.4,0.227,1,17.31,normal
V04724,106,-3.630484,-80.115036,16.34,0.231,5,3.01,anomalia_desvio
V04725,121,-2.540527,-78.862113,41.86,0.903,1,6.93,normal
V04726,107,-2.198665,-79.299467,99.96,0.479,0,15.3,normal
V04727,129,-2.900564,-78.588728,28.01,2.217,2,22.32,normal
V04728,112,-2.18436,-79.282094,86.58,0.328,0,9.73,normal
V04729,109,-2.174019,-79.292068,100.2,0.581,1,16.66,normal
V04730,119,-2.206523,-79.29662,92.79,0.346,0,12.33,normal
V04731,120,-2.535426,-78.845917,48.63,0.696,2,8.27,normal
V04732,120,-2.192731,-79.285711,87.69,0.605,0,17.06,normal
V04733,125,-2.194423,-79.323318,83.64,0.057,0,12.34,normal
V04734,108,-2.181699,-79.339136,102.0,0.216,0,13.87,normal
V04735,110,-2.934041,-78.612644,28.34,1.238,1,18.08,normal
V04736,112,-2.518234,-78.878963,42.41,1.478,4,10.45,normal
V04737,129,-2.220727,-79.285278,86.62,0.623,1,16.04,normal
V04738,124,-2.897003,-78.594664,39.04,1.488,1,18.04,normal
V04739,123,-2.175477,-79.306543,98.33,0.255,0,12.29,normal
V04740,114,-2.543104,-78.845825,58.28,,1,9.53,normal
V04741,120,-2.209099,-79.276852,97.89,0.646,0,17.43,normal
V04742,119,-2.229316,-79.30363,100.74,0.431,0,12.13,normal
V04743,130,-2.564872,-78.853649,42.75,0.676,0,10.01,normal
V04744,125,-2.217815,-79.320077,92.28,0.315,0,10.04,normal
V04745,112,-2.529039,-78.851467,56.36,0.811,0,10.24,normal
V04746,107,-2.931759,-78.64275,29.28,1.779,5,17.61,normal
V04747,121,-2.562619,-78.874906,46.03,0.755,1,9.51,normal
V04748,106,-2.564516,-78.833054,49.36,1.148,0,8.66,normal
V04749,116,-2.913948,-78.566178,34.39,0.945,3,15.51,normal
V04750,114,-2.222002,-79.31822,96.86,0.593,0,13.08,normal
V04751,120,-2.557713,-78.836533,47.54,1.176,0,8.95,normal
V04752,103,-2.909444,-78.604514,20.42,1.849,1,19.56,normal
V04753,130,-2.528714,-78.867449,57.34,0.863,1,7.97,normal
V04754,116,-2.206741,-79.321337,82.36,0.708,2,13.66,normal
V04755,113,-2.907611,-78.607126,33.23,1.742,5,16.27,normal
V04756,120,-2.213924,-79.26839,90.42,0.5,0,14.84,normal
V04757,119,-2.217869,-79.269983,90.49,0.401,0,12.79,normal
V04758,117,-2.564247,-78.864988,46.56,0.828,1,8.11,normal
V04759,113,-2.196506,-79.305609,92.58,0.228,0,14.37,normal
V04760,126,-2.199911,-79.288231,80.06,0.457,0,12.84,normal
V04761,120,-2.168083,-79.281983,93.75,0.308,0,15.79,normal
V04762,108,-2.532439,-78.861538,33.44,0.706,0,14.06,normal
V04763,127,-2.247611,-79.314442,91.61,0.438,2,13.07,normal
V04764,109,-2.20854,-79.297753,102.08,0.252,1,14.62,normal
V04765,124,-2.540261,-78.880388,45.93,0.725,0,10.46,normal
V04766,103,-2.55191,-78.87291,46.73,1.186,2,8.46,normal
V04767,111,-2.542301,-78.87889,51.46,0.476,0,6.74,normal
V04768,103,-2.556332,-78.857076,46.04,0.704,0,8.32,normal
V04769,119,-2.881966,-78.602767,28.66,1.581,3,18.95,normal
V04770,117,-2.893569,-78.62822,34.01,0.606,1,21.04,normal
V04771,111,-2.567097,-78.86179,51.23,0.635,1,7.8,normal
V04772,103,-2.548528,-78.840328,52.51,0.585,0,7.75,normal
V04773,117,-2.88702,-78.608642,27.61,0.862,2,15.54,normal
V04774,114,-2.530577,-78.862553,57.21,1.112,2,10.41,normal
V04775,115,-2.172483,-79.310554,88.19,0.272,0,14.74,normal
V04776,107,-2.529324,-78.840048,43.79,0.457,0,9.85,normal
V04777,119,-2.562568,-78.808696,42.3,0.71,0,8.95,normal
V04778,121,-2.244817,-79.263322,100.59,0.174,1,13.41,normal
V04779,117,-3.668459,-80.03267,30.46,1.3,2,2.02,anomalia_desvio
V04780,115,-2.203061,-79.318454,91.68,0.599,0,18.09,normal
V04781,104,-2.198982,-79.292149,93.95,0.492,0,12.16,normal
V04782,115,-2.204433,-79.267372,88.97,0.289,1,14.83,normal
V04783,117,-2.545557,-78.831063,38.76,1.023,1,9.14,normal
V04784,128,-2.21415,-79.277469,94.67,0.526,1,13.76,normal
V04785,111,-2.530089,-78.869487,46.28,0.579,0,8.93,normal
V04786,119,-2.553642,-78.881324,48.58,0.656,2,7.98,normal
V04787,130,-2.55392,-78.828012,46.78,-0.066,0,9.48,normal
V04788,111,-2.884611,-78.602269,28.76,1.148,5,21.19,normal
V04789,103,-2.196523,-79.307735,88.85,0.3,0,14.61,normal
V04790,123,-2.906982,-78.584521,30.43,0.908,4,21.89,normal
V04791,120,-2.533765,-78.879174,44.05,0.963,0,4.9,normal
V04792,121,-2.561732,-78.877065,38.15,0.573,2,9.73,normal
V04793,112,-2.211754,-79.282953,94.9,0.326,0,13.12,normal
V04794,125,-2.548966,-78.845162,36.9,0.941,0,5.06,normal
V04795,128,-2.551765,-78.901361,54.59,1.58,0,8.33,normal
V04796,122,-2.540577,-78.83188,50.78,0.492,0,9.65,normal
V04797,105,-2.191751,-79.310161,88.3,0.074,0,12.49,normal
V04798,108,-2.884127,-78.59659,33.74,1.166,4,23.37,normal
V04799,114,-2.534485,-78.88158,43.89,0.931,1,11.96,normal
V04800,128,-2.564854,-78.868174,44.64,0.855,0,8.5,normal
V04801,129,-2.487666,-78.818946,46.76,1.114,1,12.83,normal
V04802,109,-2.191833,-79.317051,95.12,0.277,0,11.54,normal
V04803,112,-2.552816,-78.837554,49.62,0.918,1,6.68,normal
V04804,125,-2.581311,-78.869299,54.13,1.116,1,6.18,normal
V04805,128,-2.53928,-78.861958,49.19,0.394,1,8.75,normal
V04806,130,-2.90045,-78.595002,25.9,0.755,5,19.95,normal
V04807,125,-2.511741,-78.839819,51.12,0.921,3,11.97,normal
V04808,116,-2.217294,-79.318913,96.62,1.039,0,13.58,normal
V04809,122,-2.196044,-79.311068,100.85,0.242,0,14.77,normal
V04810,122,-2.898595,-78.58838,33.12,0.886,6,18.38,normal
V04811,127,-2.571729,-78.84302,245.24,2.16,2,14.39,ruido_sensor
V04812,129,-2.172843,-79.272532,90.9,0.561,0,13.3,normal
V04813,112,-2.904135,-78.602377,28.59,1.115,3,18.03,normal
V04814,120,-2.899374,-78.583214,29.19,1.115,0,17.19,normal
V04815,108,-2.876333,-78.624065,23.99,1.567,4,19.89,normal
V04816,112,-2.585236,-78.850685,46.51,1.014,0,6.7,normal
V04817,112,-2.527667,-78.895121,44.42,1.091,0,6.06,normal
V04818,106,-2.934233,-78.58218,34.31,1.118,3,20.71,normal
V04819,130,-2.200354,-79.275273,89.03,0.082,1,12.27,normal
V04820,111,-2.194294,-79.324548,94.8,0.48,1,17.09,normal
V04821,122,-2.161496,-79.241373,142.77,3.805,11,14.67,anomalia_temeraria
V04822,113,-2.888279,-78.643194,30.9,0.906,3,19.19,normal
V04823,101,-2.559162,-78.886772,50.61,0.375,1,4.21,normal
V04824,107,-2.546007,-78.869168,55.12,0.478,1,9.16,normal
V04825,129,-2.224303,-79.319625,81.67,0.352,1,18.67,normal
V04826,120,-2.931946,-78.582625,21.7,1.634,0,19.28,normal
V04827,109,-2.172825,-79.319629,89.44,0.261,1,16.09,normal
V04828,111,-2.508794,-78.849004,57.61,1.069,1,9.37,normal
V04829,106,-2.897628,-78.599727,31.47,0.42,1,21.18,normal
V04830,112,-2.894072,-78.604192,30.51,1.444,2,17.83,normal
V04831,108,-2.537707,-78.858957,52.38,0.443,1,8.57,normal
V04832,122,-3.518837,-80.011528,33.07,0.898,2,3.93,anomalia_desvio
V04833,123,-2.192157,-79.292804,95.93,0.496,0,15.52,normal
V04834,118,-2.191383,-79.250432,86.39,0.57,0,14.78,normal
V04835,126,-2.187187,-79.284772,87.27,0.524,0,11.07,normal
V04836,114,-2.193955,-79.330869,81.47,0.687,0,13.04,normal
V04837,109,-2.534376,-78.870358,38.61,0.273,0,9.41,normal
V04838,108,-2.221157,-79.303356,97.4,0.508,0,14.48,normal
V04839,124,-2.563767,-78.87223,55.65,1.003,0,6.63,normal
V04840,121,-2.925793,-78.595044,36.14,1.317,3,19.86,normal
V04841,115,-2.547097,-78.839915,47.73,0.758,0,13.65,normal
V04842,119,-2.215919,-79.282856,95.46,0.545,0,16.5,normal
V04843,112,-2.213077,-79.300986,80.22,0.288,0,16.29,normal
V04844,128,-2.171592,-79.285561,96.92,0.489,0,14.8,normal
V04845,112,-2.19465,-79.318656,,0.223,0,16.39,normal
V04846,114,-2.216613,-79.275227,91.83,0.725,0,14.24,normal
V04847,112,-2.162751,-79.306745,86.65,0.478,0,13.13,normal
V04848,107,-2.532672,-78.873716,47.53,1.541,2,9.99,normal
V04849,103,-2.909575,-78.616027,33.35,0.756,2,18.77,normal
V04850,102,-2.89425,-78.602555,24.29,1.375,2,21.23,normal
V04851,103,-2.194552,-79.279084,91.87,0.335,2,14.42,normal
V04852,122,-2.880986,-78.601493,30.43,1.436,3,19.71,normal
V04853,108,-2.150366,-79.316801,80.17,0.426,1,11.26,normal
V04854,105,-2.902235,-78.604405,38.18,1.357,3,17.27,normal
V04855,123,-2.572889,-78.868006,280.42,-3.645,0,2.34,ruido_sensor
V04856,107,-2.180037,-79.321963,108.02,0.144,0,12.47,normal
V04857,127,-2.569588,-78.859164,42.74,1.149,3,10.1,normal
V04858,127,-2.233902,-79.298088,110.89,0.475,0,16.25,normal
V04859,130,-2.547364,-78.863495,53.31,1.27,3,12.52,normal
V04860,119,-2.551884,-78.827741,53.6,1.127,1,7.66,normal
V04861,118,-2.228475,-79.297316,94.37,0.648,0,11.86,normal
V04862,116,-2.246152,-79.294753,92.71,0.443,1,15.58,normal
V04863,102,-2.559247,-78.833247,41.46,0.917,2,6.04,normal
V04864,122,-2.18995,-79.299939,91.27,0.654,0,12.66,normal
V04865,130,-2.925425,-78.586102,24.51,1.242,2,20.28,normal
V04866,117,-2.560638,-78.882707,57.88,0.873,0,10.87,normal
V04867,104,-2.911477,-78.591567,36.46,1.205,1,19.31,normal
V04868,103,-2.248898,-79.337999,96.52,0.321,0,16.95,normal
V04869,116,-2.557609,-78.855217,48.23,0.911,1,8.73,normal
V04870,115,-2.901578,-78.587566,25.07,1.023,3,15.7,normal
V04871,105,-2.191283,-79.305409,79.0,0.138,0,13.59,normal
V04872,118,-2.207137,-79.273802,93.29,0.348,2,13.92,normal
V04873,101,-2.57057,-78.822216,49.65,1.326,1,7.24,normal
V04874,112,-2.86556,-78.625721,25.69,1.469,2,17.43,normal
V04875,125,-2.525362,-78.86129,44.23,1.222,0,7.15,normal
V04876,107,-2.898467,-78.591956,24.39,0.761,1,14.45,normal
V04877,110,-2.894939,-78.61079,27.31,1.252,0,17.5,normal
V04878,119,-2.567236,-78.847149,297.78,-2.561,0,8.69,ruido_sensor
V04879,110,-2.909749,-78.615694,31.56,1.712,1,19.83,normal
V04880,105,-2.232476,-79.255596,91.51,0.571,0,13.9,normal
V04881,102,-2.227338,-79.291675,91.82,0.21,0,14.23,normal
V04882,126,-2.916647,-78.599674,31.51,1.194,0,19.02,normal
V04883,126,-2.917594,-78.582324,35.95,,0,17.77,normal
V04884,107,-2.182721,-79.305222,95.0,0.503,1,15.97,normal
V04885,103,-2.937678,-78.571301,36.58,1.504,1,18.46,normal
V04886,122,-2.551464,-78.828371,49.46,0.553,2,13.07,normal
V04887,105,-2.888693,-78.601424,27.86,1.646,4,19.49,normal
V04888,126,-2.202396,-79.312922,100.47,0.338,2,10.68,normal
V04889,119,-2.517541,-78.859471,51.47,0.437,2,9.85,normal
V04890,126,-2.196806,-79.281381,75.46,0.329,0,13.02,normal
V04891,126,-2.890298,-78.602152,39.6,0.982,1,14.37,normal
V04892,120,-2.176694,-79.276378,88.7,0.541,0,13.7,normal
V04893,103,-2.901825,-78.614631,35.42,1.49,2,15.53,normal
V04894,104,-2.185922,-79.32052,94.12,0.072,0,12.69,normal
V04895,126,-2.19254,-79.275808,93.63,0.32,0,13.4,normal
V04896,102,-2.200848,-79.311741,97.61,0.571,0,16.6,normal
V04897,125,-2.912528,-78.600059,24.55,0.701,3,16.21,normal
V04898,125,-2.534907,-78.838562,56.55,0.726,0,9.54,normal
V04899,113,-2.213869,-79.362963,98.34,0.414,0,13.46,normal
V04900,111,-2.904952,-78.609413,25.14,1.924,2,18.3,normal
V04901,124,-2.1743,-79.279929,91.51,0.333,0,13.84,normal
V04902,106,-2.196503,-79.271412,92.27,0.494,0,13.16,normal
V04903,128,-2.574305,-78.859166,43.75,0.795,2,11.75,normal
V04904,101,-2.501644,-78.858584,43.99,0.136,1,7.5,normal
V04905,108,-2.205536,-79.256415,82.12,0.214,0,11.23,normal
V04906,121,-2.887529,-78.620657,24.56,1.881,1,19.25,normal
V04907,114,-2.919137,-78.614274,26.81,1.607,3,19.05,normal
V04908,128,-2.204087,-79.26886,97.05,0.127,0,14.18,normal
V04909,123,-2.241058,-79.273783,93.82,0.687,0,13.12,normal
V04910,124,-2.562889,-78.871327,51.32,0.82,3,9.78,normal
V04911,124,-2.191166,-79.29268,88.03,0.582,0,15.78,normal
V04912,127,-2.562887,-78.837905,55.51,0.969,1,10.07,normal
V04913,104,-2.897987,-78.607508,33.03,0.796,6,20.85,normal
V04914,102,-2.244058,-79.30648,87.34,0.557,0,15.49,normal
V04915,128,-2.213305,-79.290129,87.2,0.279,0,13.99,normal
V04916,119,-2.54856,-78.85379,51.08,0.532,0,8.94,normal
V04917,102,-2.563979,-78.832037,55.96,0.11,0,8.39,normal
V04918,109,-2.568161,-78.766975,48.57,0.706,4,11.79,normal
V04919,108,-2.18496,-79.270596,89.59,0.1,1,15.43,normal
V04920,112,-2.206555,-79.300819,97.67,-0.041,2,10.81,normal
V04921,129,-2.571851,-78.872321,42.77,1.078,0,7.65,normal
V04922,101,-2.196578,-79.302442,92.44,0.437,0,14.97,normal
V04923,107,-2.569851,-78.83196,41.3,0.204,1,6.54,normal
V04924,124,-3.603997,-80.106507,13.04,-0.064,3,2.37,anomalia_desvio
V04925,110,-2.519612,-78.842291,52.88,1.032,2,13.39,normal
V04926,105,-2.168316,-79.318296,120.15,5.063,10,14.34,anomalia_temeraria
V04927,125,-2.881463,-78.600225,28.94,1.969,1,17.68,normal
V04928,111,-2.185549,-79.297368,103.34,-0.002,0,12.31,normal
V04929,130,-2.945313,-78.568057,28.47,1.561,1,18.45,normal
V04930,103,-2.556122,-78.860983,62.48,0.825,0,11.56,normal
V04931,103,-2.556299,-78.861104,45.29,0.998,0,5.74,normal
V04932,101,-2.195829,-79.299054,95.61,0.269,1,15.4,normal
V04933,116,-2.177515,-79.313245,106.5,0.083,0,14.08,normal
V04934,123,-2.545693,-78.872175,56.92,0.678,3,7.68,normal
V04935,106,-2.182411,-79.275953,98.65,0.243,1,14.96,normal
V04936,107,-2.170283,-79.306862,98.32,0.224,0,16.27,normal
V04937,110,-2.190491,-79.324552,87.85,0.559,1,15.45,normal
V04938,102,-2.190801,-79.299705,101.24,0.45,0,12.05,normal
V04939,126,-2.525432,-78.885553,46.19,0.824,0,6.48,normal
V04940,111,-2.871746,-78.612399,28.79,1.043,3,19.56,normal
V04941,127,-2.230074,-79.305114,132.72,3.338,13,21.9,anomalia_temeraria
V04942,111,-2.934642,-78.604479,26.16,1.667,2,14.53,normal
V04943,115,-2.864179,-78.618948,28.89,2.147,4,16.99,normal
V04944,130,-2.201221,-79.319756,79.87,0.13,1,11.67,normal
V04945,116,-2.55505,-78.85391,44.2,0.681,0,8.69,normal
V04946,129,-2.179721,-79.279418,98.63,0.419,0,14.08,normal
V04947,123,-2.549344,-78.828197,46.59,1.327,3,7.62,normal
V04948,126,-2.883289,-78.615209,40.36,1.722,2,20.55,normal
V04949,108,-2.928521,-78.62279,35.98,,2,19.26,normal
V04950,103,-2.26287,-79.28811,72.27,0.29,0,17.95,normal
V04951,112,-2.540648,-78.837673,41.2,1.221,2,5.88,normal
V04952,114,-2.917109,-78.603149,31.45,1.075,1,16.2,normal
V04953,103,-2.878966,-78.606599,34.88,1.129,2,15.99,normal
V04954,124,-2.196836,-79.338456,89.35,0.373,1,16.27,normal
V04955,115,-2.229679,-79.305207,73.76,0.326,0,15.14,normal
V04956,103,-2.502348,-78.869858,44.23,0.951,0,10.68,normal
V04957,116,-2.168634,-79.307285,82.87,0.323,0,11.96,normal
V04958,130,-2.233394,-79.269299,94.17,0.348,0,13.03,normal
V04959,102,-2.203829,-79.308558,91.25,0.48,0,11.76,normal
V04960,122,-2.514049,-78.820866,51.87,1.432,4,7.66,normal
V04961,105,-2.199851,-79.296291,93.24,0.154,1,12.2,normal
V04962,127,-2.530395,-78.866509,57.53,0.974,1,9.43,normal
V04963,101,-2.546891,-78.812915,43.55,0.626,1,10.09,normal
V04964,124,-2.556546,-78.798628,50.53,0.854,0,8.7,normal
V04965,121,-2.161399,-79.295141,91.72,0.631,0,11.5,normal
V04966,121,-2.537969,-78.872673,40.87,0.937,3,11.3,normal
V04967,119,-2.187409,-79.286722,85.21,0.015,1,13.81,normal
V04968,104,-2.226351,-79.265764,85.63,0.396,0,12.17,normal
V04969,127,-2.874674,-78.580687,25.22,1.112,2,18.52,normal
V04970,126,-2.190766,-79.300345,94.54,0.231,0,12.04,normal
V04971,120,-2.93136,-78.60387,28.12,-0.093,6,16.52,normal
V04972,124,-2.885386,-78.565032,44.03,1.496,4,19.01,normal
V04973,125,-2.567521,-78.843011,50.9,0.637,1,11.33,normal
V04974,106,-2.52873,-78.864608,43.29,0.035,2,9.56,normal
V04975,112,-2.185291,-79.319342,90.4,0.385,1,13.87,normal
V04976,126,-2.178948,-79.289037,93.86,0.239,0,13.39,normal
V04977,106,-2.553609,-78.814938,55.2,0.81,1,6.79,normal
V04978,102,-2.215284,-79.280604,90.87,0.596,1,12.39,normal
V04979,104,-2.538913,-78.866125,47.33,0.595,1,11.68,normal
V04980,105,-2.240722,-79.316853,132.94,4.106,6,12.6,anomalia_temeraria
V04981,125,-2.543521,-78.815029,52.29,0.46,2,13.25,normal
V04982,107,-2.570491,-78.838229,44.0,0.678,2,6.39,normal
V04983,109,-2.207055,-79.310841,85.2,,0,16.05,normal
V04984,117,-2.903321,-78.569011,23.15,2.006,3,21.33,normal
V04985,121,-2.204977,-79.334449,98.05,,2,12.52,normal
V04986,121,-2.170653,-79.304528,72.36,0.209,0,14.8,normal
V04987,120,-2.233472,-79.320701,91.24,0.223,1,13.48,normal
V04988,101,-2.528646,-78.851471,294.98,5.867,1,11.99,ruido_sensor
V04989,124,-2.22658,-79.310006,85.9,0.185,0,13.41,normal
V04990,108,-2.540953,-78.869234,42.51,,1,11.1,normal
V04991,107,-2.198612,-79.30633,86.41,0.593,1,13.47,normal
V04992,114,-2.569242,-78.822422,52.2,0.828,0,9.91,normal
V04993,107,-2.865185,-78.580549,42.92,1.221,6,23.27,normal
V04994,108,-2.195655,-79.304011,80.35,0.429,0,16.34,normal
V04995,105,-2.548835,-78.840846,48.2,1.106,1,11.46,normal
V04996,110,-2.534812,-78.839476,47.48,0.442,3,5.7,normal
V04997,122,-2.532266,-78.822,48.66,0.936,1,9.07,normal
V04998,113,-2.557545,-78.876318,52.23,0.186,2,9.81,normal
V04999,117,-2.199903,-79.318307,81.41,0.521,0,11.27,normal
V05000,130,-2.205054,-79.307732,100.86,0.51,0,15.62,normal
V05001,120,-2.558146,-78.838922,46.04,1.127,3,13.33,normal
V05002,120,-2.566721,-78.822053,42.07,1.136,3,7.29,normal
V05003,116,-2.562151,-78.850715,48.2,0.652,1,4.58,normal
V05004,101,-2.943912,-78.569056,25.05,1.307,1,17.96,normal
V05005,123,-2.191537,-79.315178,96.66,0.058,0,7.05,normal
V05006,105,-2.538329,-78.842349,37.72,0.397,1,5.41,normal
V05007,104,-2.181521,-79.333383,93.85,0.585,1,9.24,normal
V05008,125,-2.542498,-78.867133,47.8,0.648,1,9.99,normal
V05009,108,-2.148982,-79.29092,94.54,0.614,0,17.3,normal
V05010,101,-2.875591,-78.610212,27.06,0.868,5,18.59,normal
V05011,101,-2.194613,-79.315049,78.74,0.383,0,12.21,normal
V05012,110,-2.176215,-79.328508,91.89,0.699,0,14.98,normal
V05013,117,-2.176799,-79.276487,102.12,0.162,2,12.06,normal
V05014,105,-2.189903,-79.302329,98.51,0.592,0,15.53,normal
V05015,112,-2.229566,-79.283517,141.41,4.706,9,22.23,anomalia_temeraria
V05016,128,-2.218389,-79.321663,94.2,0.679,1,14.21,normal
V05017,105,-2.573269,-78.867545,42.41,1.031,1,11.86,normal
V05018,119,-2.199115,-79.308041,88.04,0.642,1,14.7,normal
V05019,127,-2.174541,-79.293039,94.83,0.489,0,11.95,normal
V05020,128,-2.550427,-78.838448,47.53,0.78,0,10.61,normal
V05021,107,-2.548174,-78.844322,54.63,0.526,0,7.95,normal
V05022,116,-2.175294,-79.309479,91.7,0.311,0,11.41,normal
V05023,110,-2.191964,-79.327877,82.69,0.243,0,14.46,normal
V05024,123,-2.535667,-78.874747,38.46,0.66,1,10.83,normal
V05025,111,-2.554055,-78.845949,262.11,2.478,0,7.29,ruido_sensor
V05026,116,-2.522723,-78.828336,40.26,0.66,1,7.4,normal
V05027,115,-2.222784,-79.269618,89.74,0.523,0,14.5,normal
V05028,115,-2.178322,-79.312493,87.75,0.02,1,14.83,normal
V05029,118,-2.526421,-78.814693,41.43,0.613,1,7.78,normal
V05030,109,-2.204016,-79.302123,83.8,0.536,0,14.95,normal
V05031,124,-2.879665,-78.638679,28.4,1.298,6,18.73,normal
V05032,113,-2.880343,-78.610102,26.13,1.827,2,22.09,normal
V05033,116,-2.556949,-78.870611,46.3,0.992,1,6.54,normal
V05034,105,-2.593412,-78.85143,49.06,0.587,2,6.85,normal
V05035,104,-2.897221,-78.590092,28.69,0.273,2,18.1,normal
V05036,117,-2.204045,-79.292024,94.47,0.194,0,12.44,normal
V05037,118,-2.208944,-79.308536,88.41,0.319,0,14.66,normal
V05038,116,-2.558665,-78.847276,59.08,0.525,1,13.14,normal
V05039,108,-2.55341,-78.852698,282.38,-1.913,0,13.77,ruido_sensor
V05040,117,-2.177065,-79.31874,85.31,0.233,0,15.88,normal
V05041,115,-2.917451,-78.591127,28.87,0.825,1,20.87,normal
V05042,114,-2.173569,-79.349866,95.38,-0.066,0,14.42,normal
V05043,117,-2.89819,-78.597109,27.6,1.337,1,17.07,normal
V05044,111,-2.866669,-78.624092,31.19,0.672,3,18.56,normal
V05045,126,-2.533086,-78.865876,42.98,1.109,0,15.12,normal
V05046,109,-2.195885,-79.298642,142.95,4.964,12,15.55,anomalia_temeraria
V05047,111,-2.177048,-79.314606,92.91,0.458,1,12.07,normal
V05048,107,-2.545208,-78.873686,47.95,0.663,2,12.08,normal
V05049,107,-2.529799,-78.85631,46.14,0.725,1,8.07,normal
V05050,122,-2.894428,-78.577087,34.23,1.485,2,20.5,normal
V05051,109,-2.899653,-78.621283,29.61,0.85,1,15.29,normal
V05052,129,-2.522078,-78.848058,55.4,0.931,0,5.32,normal
V05053,117,-2.580821,-78.822052,42.82,0.42,0,9.43,normal
V05054,128,-2.20165,-79.343005,85.61,0.433,0,13.26,normal
V05055,101,-2.213469,-79.317415,89.96,0.156,0,15.87,normal
V05056,120,-2.548504,-78.866958,43.38,0.718,2,6.97,normal
V05057,130,-2.203378,-79.273529,94.74,0.306,1,14.8,normal
V05058,113,-2.605573,-78.83688,31.79,0.403,0,9.94,normal
V05059,118,-2.205023,-79.292278,82.99,0.587,1,10.48,normal
V05060,123,-2.573699,-78.812857,53.87,0.937,1,9.5,normal
V05061,128,-2.908658,-78.578783,31.44,1.356,3,18.11,normal
V05062,123,-2.885261,-78.607927,32.9,1.089,0,20.25,normal
V05063,111,-2.185336,-79.282922,86.32,0.553,0,16.13,normal
V05064,128,-2.576166,-78.840036,243.04,0.636,2,4.99,ruido_sensor
V05065,108,-2.564261,-78.844584,48.08,0.722,2,8.15,normal
V05066,103,-2.527671,-78.83139,288.08,3.645,2,16.12,ruido_sensor
V05067,114,-2.20331,-79.300441,90.52,0.116,0,10.84,normal
V05068,116,-2.876682,-78.567399,22.14,1.468,3,17.21,normal
V05069,108,-2.174649,-79.304993,99.45,0.884,0,13.6,normal
V05070,106,-2.198773,-79.27521,94.34,0.468,0,16.02,normal
V05071,107,-2.200447,-79.288444,91.29,0.594,0,11.21,normal
V05072,101,-2.181971,-79.300594,105.55,0.415,0,12.3,normal
V05073,130,-2.535567,-78.848037,38.3,0.621,1,7.02,normal
V05074,126,-2.894208,-78.602442,31.18,1.393,1,22.29,normal
V05075,128,-2.914531,-78.601958,26.88,1.515,7,19.62,normal
V05076,124,-2.194606,-79.30875,90.02,0.3,1,14.67,normal
V05077,116,-2.567448,-78.878782,39.51,1.132,0,8.59,normal
V05078,129,-2.879054,-78.55389,24.53,1.212,2,18.83,normal
V05079,101,-2.572479,-78.884733,54.68,0.991,1,6.32,normal
V05080,128,-2.20605,-79.323722,87.7,0.171,0,17.95,normal
V05081,122,-2.938672,-78.589128,34.16,1.527,1,19.58,normal
V05082,112,-2.193826,-79.26983,91.1,0.388,0,14.46,normal
V05083,118,-2.556581,-78.844693,42.73,0.515,0,9.59,normal
V05084,112,-2.90629,-78.593886,30.09,1.92,2,18.68,normal
V05085,123,-2.191976,-79.309922,90.26,0.329,0,13.41,normal
V05086,113,-2.881485,-78.574471,31.62,1.858,3,20.82,normal
V05087,105,-2.538959,-78.844014,287.54,5.863,1,20.24,ruido_sensor
V05088,130,-2.901637,-78.602681,28.06,1.659,2,17.24,normal
V05089,120,-2.530345,-78.845526,44.68,1.443,1,8.13,normal
V05090,103,-2.205224,-79.298791,88.66,0.192,0,15.86,normal
V05091,104,-2.577363,-78.856693,48.05,1.404,1,9.75,normal
V05092,102,-2.546279,-78.837397,44.42,0.659,1,9.59,normal
V05093,106,-2.56524,-78.860064,47.25,0.664,1,11.39,normal
V05094,120,-2.182168,-79.292684,81.54,0.163,0,18.16,normal
V05095,124,-2.901646,-78.592019,38.1,0.563,3,16.31,normal
V05096,112,-2.5239,-78.828724,52.87,0.927,0,8.66,normal
V05097,112,-2.187814,-79.299894,87.28,0.839,0,14.67,normal
V05098,117,-2.194226,-79.309053,82.66,0.37,0,12.15,normal
V05099,119,-2.890771,-78.566114,23.8,1.724,1,21.01,normal
V05100,116,-2.201018,-79.298503,124.0,3.83,6,20.96,anomalia_temeraria
V05101,117,-2.18786,-79.307345,90.85,0.452,0,13.66,normal
V05102,103,-2.89397,-78.609361,27.35,0.549,4,19.88,normal
